fiber_id,area_px,centroid_x,centroid_y,perimeter_px,equiv_diameter_px,circularity,aspect_ratio,bbox_x,bbox_y,bbox_width,bbox_height
956,7295.50,1914.49,3874.23,649.65,96.38,0.22,2.11,1818,3822,196,93
957,7289.50,3431.76,4631.29,718.02,96.34,0.18,0.76,3366,4521,142,188
958,7282.50,3294.27,2296.15,380.58,96.29,0.63,0.68,3246,2222,93,136
959,7282.00,5180.91,4970.92,653.07,96.29,0.21,0.68,5133,4889,112,164
960,7279.50,6879.89,4238.33,653.45,96.27,0.21,0.94,6814,4160,137,146
961,7274.50,3841.31,4939.08,718.62,96.24,0.18,1.41,3774,4896,145,103
962,7274.00,6431.92,6803.89,642.44,96.24,0.22,0.77,6369,6740,115,150
963,7273.00,3651.95,2005.00,456.01,96.23,0.44,1.04,3590,1933,145,139
964,7272.00,5702.58,3892.18,694.12,96.22,0.19,0.79,5637,3815,129,163
965,7256.50,4582.26,5538.38,358.63,96.12,0.71,0.80,4537,5477,93,116
966,7250.00,5300.20,6480.39,362.05,96.08,0.70,0.62,5263,6423,79,128
967,7243.50,2521.84,2884.02,389.26,96.03,0.60,1.12,2468,2838,111,99
968,7235.00,6468.72,4457.88,696.32,95.98,0.19,0.92,6402,4387,130,142
969,7232.00,6818.49,6112.18,676.58,95.96,0.20,0.88,6774,6042,123,140
970,7231.00,4070.79,4789.84,771.92,95.95,0.15,0.75,4010,4708,123,164
971,7230.50,6093.26,7483.08,641.85,95.95,0.22,0.64,6036,7410,105,163
972,7223.00,4107.85,7343.40,699.21,95.90,0.19,1.08,4035,7270,143,132
973,7222.00,5671.41,4135.58,428.62,95.89,0.49,0.52,5628,4057,89,170
974,7215.50,2662.57,6234.50,658.34,95.85,0.21,0.67,2618,6158,96,144
975,7206.00,4825.20,6567.74,502.70,95.79,0.36,1.07,4754,6517,133,124
976,7202.00,2485.89,5634.21,402.96,95.76,0.56,0.78,2431,5564,104,134
977,7198.00,5836.21,5797.68,669.98,95.73,0.20,0.66,5784,5719,105,160
978,7175.50,3096.87,2878.95,372.58,95.58,0.65,0.98,3040,2821,109,111
979,7174.50,5273.78,5616.89,626.62,95.58,0.23,0.95,5210,5559,123,129
980,7159.00,2669.05,4314.54,396.33,95.47,0.57,0.77,2614,4243,98,128
981,7157.50,2933.99,4317.14,382.23,95.46,0.62,0.81,2887,4254,102,126
982,7154.50,4824.28,4008.95,679.11,95.44,0.19,1.15,4763,3920,162,141
983,7146.50,5759.67,5889.82,351.46,95.39,0.73,0.77,5717,5829,91,118
984,7145.50,5874.19,5285.26,415.83,95.38,0.52,0.93,5821,5223,119,128
985,7145.00,5804.02,6881.48,367.50,95.38,0.66,0.97,5754,6827,106,109
986,7145.00,4845.64,2548.89,380.48,95.38,0.62,1.29,4777,2492,129,100
987,7137.50,7032.84,2712.55,403.20,95.33,0.55,0.57,6988,2636,89,155
988,7132.00,6552.88,3894.60,701.84,95.29,0.18,0.81,6467,3805,150,186
989,7127.00,6348.92,6140.63,356.19,95.26,0.71,0.91,6298,6087,98,108
990,7126.50,4988.20,7486.91,659.71,95.26,0.21,0.41,4948,7399,78,192
991,7116.50,5732.07,3988.64,450.32,95.19,0.44,1.27,5660,3941,150,118
992,7114.50,4415.46,7398.41,666.34,95.18,0.20,0.84,4355,7329,118,140
993,7076.50,6402.26,4417.45,620.48,94.92,0.23,0.67,6347,4341,112,166
994,7074.00,3670.81,4048.77,346.74,94.90,0.74,0.67,3632,3993,80,120
995,7069.50,3425.98,3099.04,360.52,94.87,0.68,0.91,3368,3040,108,119
996,7068.50,4602.86,2156.75,385.75,94.87,0.60,0.93,4554,2099,108,116
997,7067.00,7538.88,6136.67,552.30,94.86,0.29,0.70,7483,6058,104,149
998,7050.00,2007.61,5105.26,388.68,94.74,0.59,0.72,1964,5043,89,123
999,7038.50,4496.43,6151.63,690.91,94.67,0.19,0.93,4436,6083,121,130
1000,7035.50,6416.76,6962.22,469.00,94.65,0.40,1.10,6352,6905,120,109
1001,7034.50,6553.56,6987.44,405.40,94.64,0.54,1.50,6479,6941,141,94
1002,7032.00,3441.28,4451.70,662.44,94.62,0.20,0.74,3392,4389,109,148
1003,7031.50,6365.60,7749.05,707.17,94.62,0.18,4.06,6224,7724,272,67
1004,6979.50,4267.55,3102.10,363.40,94.27,0.66,1.21,4204,3050,117,97
1005,6971.00,3909.32,3743.47,713.35,94.21,0.17,0.96,3842,3668,146,152
1006,6970.50,3565.34,3633.59,608.54,94.21,0.24,0.77,3514,3564,100,130
1007,6965.50,5942.22,6039.56,349.06,94.17,0.72,1.08,5881,5996,112,104
1008,6964.00,3520.92,6621.48,381.99,94.16,0.60,1.53,3459,6581,138,90
1009,6955.00,3599.87,7779.59,444.56,94.10,0.44,0.63,3552,7698,91,144
1010,6952.00,7273.16,5036.60,343.91,94.08,0.74,1.12,7225,4986,105,94
1011,6950.50,3496.54,7214.51,363.61,94.07,0.66,0.61,3455,7151,84,137
1012,6950.50,3443.71,4293.52,426.23,94.07,0.48,0.71,3399,4233,100,141
1013,6935.00,3620.00,3186.26,414.27,93.97,0.51,0.84,3556,3119,113,134
1014,6920.50,4538.27,3018.18,354.92,93.87,0.69,1.00,4489,2967,108,108
1015,6918.00,5418.34,3565.95,704.72,93.85,0.18,1.26,5357,3517,142,113
1016,6897.50,4968.07,4524.81,357.06,93.71,0.68,0.88,4919,4472,97,110
1017,6897.50,4441.83,7075.72,602.54,93.71,0.24,0.63,4388,6998,99,156
1018,6895.50,4172.52,5752.41,654.34,93.70,0.20,1.20,4110,5703,133,111
1019,6893.00,3260.96,2440.44,509.96,93.68,0.33,0.97,3179,2361,148,152
1020,6892.00,1930.48,3623.81,517.67,93.68,0.32,1.05,1862,3555,144,137
1021,6882.50,5705.89,2916.01,384.66,93.61,0.58,0.93,5649,2849,118,127
1022,6855.50,2115.82,6551.90,380.92,93.43,0.59,0.62,2073,6489,87,140
1023,6852.50,5965.41,6264.60,469.83,93.41,0.39,0.88,5914,6207,106,121
1024,6850.50,4069.79,7489.36,602.68,93.39,0.24,0.93,4003,7411,143,153
1025,6841.50,3564.24,4588.02,378.92,93.33,0.60,0.73,3518,4525,93,127
1026,6840.50,3445.00,4095.89,372.63,93.33,0.62,0.76,3396,4048,93,123
1027,6827.50,2651.13,5373.94,352.09,93.24,0.69,1.18,2598,5328,113,96
1028,6822.00,4397.51,5222.80,352.53,93.20,0.69,0.90,4351,5165,97,108
1029,6818.50,3296.73,6355.64,609.51,93.18,0.23,1.12,3229,6296,132,118
1030,6811.50,6059.20,5129.39,603.17,93.13,0.24,1.22,5977,5075,165,135
1031,6807.00,5662.83,3757.91,662.84,93.10,0.19,0.84,5593,3680,118,140
1032,6795.50,4224.74,5191.50,394.92,93.02,0.55,0.66,4185,5127,83,126
1033,6794.50,3703.15,7238.05,691.31,93.01,0.18,2.09,3598,7202,232,111
1034,6792.50,4583.78,5864.91,342.98,93.00,0.73,0.75,4547,5811,83,110
1035,6781.00,3659.17,4592.86,398.27,92.92,0.54,0.76,3610,4528,106,139
1036,6779.50,5746.28,7651.26,471.43,92.91,0.38,0.88,5690,7580,120,137
1037,6768.50,4785.33,2494.02,390.23,92.83,0.56,0.88,4738,2441,105,120
1038,6768.00,5610.69,4027.45,652.98,92.83,0.20,0.72,5566,3965,96,134
1039,6762.50,4862.47,3657.90,701.65,92.79,0.17,0.72,4818,3556,125,174
1040,6760.00,3202.50,5332.27,571.47,92.77,0.26,1.11,3144,5282,129,116
1041,6759.00,2530.43,6136.36,324.53,92.77,0.81,1.04,2478,6092,102,98
1042,6750.50,3169.61,3599.61,639.37,92.71,0.21,1.63,3092,3557,161,99
1043,6742.50,3803.50,6679.76,340.01,92.65,0.73,1.18,3750,6634,106,90
1044,6740.00,7280.57,7275.51,530.44,92.64,0.30,0.79,7208,7194,139,175
1045,6728.00,6221.68,6520.73,596.24,92.55,0.24,0.92,6148,6440,169,184
1046,6723.00,3655.44,3577.69,367.85,92.52,0.62,0.99,3603,3531,105,106
1047,6723.00,2754.74,5928.42,356.53,92.52,0.66,1.36,2698,5886,121,89
1048,6713.50,5361.37,3671.41,357.95,92.45,0.66,1.77,5298,3635,133,75
1049,6709.50,4761.25,5701.34,343.81,92.43,0.71,0.68,4719,5639,82,120
1050,6709.00,5583.63,7062.11,355.99,92.42,0.67,0.85,5541,7007,95,112
1051,6696.00,3698.40,2447.25,333.16,92.33,0.76,1.04,3647,2398,104,100
1052,6694.00,3469.93,5998.59,544.50,92.32,0.28,1.96,3388,5962,157,80
1053,6686.50,5055.55,6114.77,668.83,92.27,0.19,0.66,4987,6017,120,182
1054,6685.50,4253.12,6759.02,367.40,92.26,0.62,0.63,4210,6694,86,137
1055,6678.50,3915.93,5060.25,361.61,92.21,0.64,1.41,3859,5017,117,83
1056,6675.00,3210.75,5549.36,350.05,92.19,0.68,0.87,3163,5492,95,109
1057,6673.50,5925.12,5830.60,338.63,92.18,0.73,1.19,5870,5785,108,91
1058,6665.50,2895.16,7921.89,601.23,92.12,0.23,0.61,2846,7841,98,161
1059,6658.00,3406.55,7062.80,343.91,92.07,0.71,0.90,3362,7011,93,103
1060,6650.50,2667.09,7329.14,371.95,92.02,0.60,2.03,2589,7294,142,70
1061,6643.00,5363.93,4169.77,474.90,91.97,0.37,0.57,5317,4088,99,175
1062,6643.00,3029.46,4498.39,407.45,91.97,0.50,0.98,2958,4434,123,125
1063,6636.50,6581.23,3100.44,442.86,91.92,0.43,0.56,6537,3026,87,156
1064,6632.00,4123.33,6271.90,346.19,91.89,0.70,1.04,4073,6223,100,96
1065,6629.50,5279.84,4549.03,541.49,91.87,0.28,1.16,5224,4501,128,110
1066,6627.50,2990.32,2781.48,339.26,91.86,0.72,0.88,2941,2725,98,112
1067,6612.50,3527.79,6088.07,619.57,91.76,0.22,0.61,3482,6005,129,210
1068,6609.00,4766.39,3067.05,342.33,91.73,0.71,1.01,4719,3014,105,104
1069,6591.00,6966.64,4196.14,418.27,91.61,0.47,0.59,6924,4121,88,149
1070,6589.50,3304.46,4988.55,349.26,91.60,0.68,0.82,3258,4931,94,114
1071,6578.00,3372.76,2872.81,413.79,91.52,0.48,1.44,3308,2830,141,98
1072,6577.00,4981.52,6127.66,592.98,91.51,0.24,0.61,4943,6052,95,155
1073,6571.00,7029.42,8335.08,610.98,91.47,0.22,0.93,6963,8265,126,135
1074,6571.00,2525.90,3391.89,351.16,91.47,0.67,1.09,2469,3349,106,97
1075,6568.00,4193.38,5644.38,347.08,91.45,0.69,0.58,4158,5581,70,120
1076,6567.00,5116.46,7558.93,687.78,91.44,0.17,0.58,5063,7460,114,196
1077,6564.50,3925.14,5567.47,350.29,91.42,0.67,0.72,3883,5505,84,116
1078,6561.50,2602.86,3916.84,363.95,91.40,0.62,1.29,2548,3871,119,92
1079,6548.00,6023.90,4661.86,531.67,91.31,0.29,1.34,5958,4611,158,118
1080,6537.00,5905.14,5084.68,641.35,91.23,0.20,0.98,5846,5025,124,126
1081,6532.50,2987.02,7866.25,594.06,91.20,0.23,0.86,2932,7784,119,139
1082,6526.50,4862.53,5332.30,344.15,91.16,0.69,1.22,4814,5295,107,88
1083,6504.00,4032.56,7042.37,348.05,91.00,0.67,0.60,3998,6981,73,121
1084,6496.00,3870.64,6867.98,444.82,90.94,0.41,0.86,3825,6810,101,117
1085,6494.00,3536.93,4450.59,348.05,90.93,0.67,0.57,3497,4383,73,128
1086,6490.50,3717.93,6026.38,332.78,90.91,0.74,1.21,3664,5981,110,91
1087,6482.50,5374.19,5708.81,560.74,90.85,0.26,0.66,5324,5645,93,141
1088,6469.00,4869.77,6118.72,368.96,90.76,0.60,1.01,4812,6068,113,112
1089,6468.50,2925.72,6473.34,511.09,90.75,0.31,0.58,2882,6371,99,172
1090,6466.00,4217.93,3930.25,524.01,90.73,0.30,0.66,4177,3873,88,133
1091,6464.50,2565.31,4696.61,367.61,90.72,0.60,0.57,2527,4630,77,136
1092,6460.00,6924.47,5573.81,600.84,90.69,0.22,0.72,6879,5509,93,130
1093,6457.50,6688.77,3709.19,554.11,90.67,0.26,1.05,6601,3649,156,149
1094,6457.00,2868.37,5415.42,366.53,90.67,0.60,1.76,2802,5380,132,75
1095,6450.50,3294.37,6091.62,605.03,90.63,0.22,1.36,3224,6041,144,106
1096,6445.00,4431.50,3315.34,386.68,90.59,0.54,0.82,4386,3264,94,115
1097,6444.50,2755.83,7713.34,394.72,90.58,0.52,0.70,2703,7641,97,139
1098,6435.00,7487.69,5225.25,658.38,90.52,0.19,0.97,7414,5166,137,141
1099,6432.00,3757.26,4612.80,320.94,90.50,0.78,1.04,3712,4568,95,91
1100,6431.50,5239.36,5440.19,585.51,90.49,0.24,0.70,5196,5368,105,149
1101,6429.00,5474.04,5760.97,351.22,90.47,0.65,1.71,5413,5724,128,75
1102,6428.50,4432.58,4821.81,398.09,90.47,0.51,0.55,4392,4754,82,149
1103,6421.50,4656.91,6898.14,558.54,90.42,0.26,1.13,4588,6837,132,117
1104,6420.00,3099.66,4034.48,391.59,90.41,0.53,0.94,3038,3969,118,126
1105,6411.50,3561.86,2892.18,378.63,90.35,0.56,0.54,3522,2824,77,142
1106,6408.00,4308.27,6927.20,374.96,90.33,0.57,1.00,4252,6867,115,115
1107,6405.50,5899.39,6649.42,651.51,90.31,0.19,1.14,5838,6595,127,111
1108,6402.00,4657.88,4822.62,370.33,90.28,0.59,0.98,4599,4768,103,105
1109,6402.00,5669.60,5438.99,345.02,90.28,0.68,1.20,5621,5393,110,92
1110,6396.00,5912.90,7119.26,333.22,90.24,0.72,0.62,5879,7057,73,118
1111,6394.50,5490.46,5590.37,367.06,90.23,0.60,1.04,5437,5538,115,111
1112,6391.50,5191.39,5521.22,325.26,90.21,0.76,1.09,5143,5477,105,96
1113,6382.50,3737.77,7057.99,436.92,90.15,0.42,2.42,3648,7027,155,64
1114,6377.50,3639.00,3056.27,528.74,90.11,0.29,0.81,3592,2999,100,123
1115,6374.00,3224.52,7663.91,789.58,90.09,0.13,0.81,3134,7587,150,186
1116,6370.00,7116.00,3706.58,359.56,90.06,0.62,0.56,7080,3650,71,126
1117,6366.00,6544.30,5160.00,610.10,90.03,0.21,1.21,6486,5098,149,123
1118,6362.00,3697.07,5321.84,333.02,90.00,0.72,0.67,3659,5266,78,116
1119,6362.00,6000.36,4606.82,570.98,90.00,0.25,1.84,5909,4561,182,99
1120,6361.00,6304.30,2518.89,400.96,89.99,0.50,1.02,6250,2469,120,118
1121,6360.50,2969.53,7979.83,330.43,89.99,0.73,0.87,2923,7931,91,105
1122,6359.50,2465.01,3626.88,663.65,89.98,0.18,0.51,2415,3531,87,170
1123,6357.00,4350.51,4268.34,351.36,89.97,0.65,0.61,4313,4207,77,126
1124,6344.00,4312.37,8072.89,618.30,89.87,0.21,0.99,4245,8020,139,141
1125,6337.00,3577.37,4305.31,365.85,89.82,0.59,0.77,3536,4254,90,117
1126,6333.50,5011.79,7756.00,578.88,89.80,0.24,0.44,4972,7670,78,177
1127,6329.50,6734.31,2604.61,355.26,89.77,0.63,0.65,6693,2541,83,128
1128,6322.50,5225.69,2109.81,353.40,89.72,0.64,0.81,5182,2050,96,119
1129,6322.50,3979.55,5471.44,349.95,89.72,0.65,1.70,3917,5436,131,77
1130,6322.00,6134.43,6191.21,350.68,89.72,0.65,0.87,6084,6135,100,115
1131,6311.50,2636.73,5959.16,350.98,89.64,0.64,0.75,2602,5902,82,110
1132,6305.00,3564.52,4857.32,356.53,89.60,0.62,0.89,3516,4806,93,105
1133,6299.50,5779.25,6680.28,624.14,89.56,0.20,0.86,5727,6612,116,135
1134,6288.00,2889.43,8054.68,536.44,89.48,0.27,0.85,2826,7998,112,131
1135,6287.50,5222.93,3510.82,368.09,89.47,0.58,1.94,5160,3476,140,72
1136,6281.00,4072.78,7718.19,336.74,89.43,0.70,0.94,4025,7665,95,101
1137,6281.00,4643.91,6989.17,657.90,89.43,0.18,1.12,4579,6934,129,115
1138,6280.00,7101.43,5074.69,601.75,89.42,0.22,0.98,7044,5006,137,140
1139,6277.00,5215.91,6233.69,324.39,89.40,0.75,0.94,5170,6185,95,101
1140,6277.00,3954.77,6527.58,638.58,89.40,0.19,1.25,3895,6471,133,106
1141,6275.00,3932.48,6259.21,348.53,89.38,0.65,1.06,3884,6210,102,96
1142,6250.50,6969.52,5687.74,342.63,89.21,0.67,1.35,6914,5647,116,86
1143,6248.00,4049.54,6750.59,509.04,89.19,0.30,0.75,3996,6681,94,126
1144,6246.00,5970.06,6373.51,613.27,89.18,0.21,1.00,5898,6309,149,149
1145,6244.00,3441.57,3320.72,364.48,89.16,0.59,0.72,3395,3255,92,128
1146,6239.00,5979.32,7457.70,335.85,89.13,0.70,0.74,5940,7405,84,114
1147,6236.00,3815.52,8189.51,620.24,89.11,0.20,0.56,3767,8104,103,184
1148,6224.00,5698.24,4996.92,369.65,89.02,0.57,0.86,5647,4945,101,117
1149,6223.50,3228.12,6936.51,321.61,89.02,0.76,1.16,3177,6893,106,91
1150,6223.00,6798.04,6847.30,653.01,89.01,0.18,1.25,6717,6775,181,145
1151,6216.50,3764.25,6885.17,601.09,88.97,0.22,1.16,3699,6824,131,113
1152,6215.50,3351.09,4598.46,351.75,88.96,0.63,0.81,3304,4543,96,118
1153,6213.50,2183.03,3226.59,393.89,88.95,0.50,1.25,2122,3179,128,102
1154,6208.00,2225.28,3610.43,517.39,88.91,0.29,0.79,2181,3556,94,119
1155,6201.00,6033.72,7191.68,683.21,88.86,0.17,0.62,5985,7101,121,194
1156,6198.00,2384.92,3536.32,607.41,88.83,0.21,1.33,2290,3471,189,142
1157,6195.50,3806.48,3793.72,370.63,88.82,0.57,0.47,3771,3724,65,139
1158,6186.50,4504.88,6022.32,550.88,88.75,0.26,0.96,4445,5963,110,114
1159,6186.00,2842.75,4562.73,710.38,88.75,0.15,3.23,2697,4524,252,78
1160,6172.00,5999.89,5189.46,339.50,88.65,0.67,1.11,5947,5142,110,99
1161,6168.50,6323.09,6590.89,336.63,88.62,0.68,1.22,6268,6546,105,86
1162,6168.50,2558.31,7892.10,365.75,88.62,0.58,0.82,2509,7835,100,122
1163,6163.50,4266.03,7180.76,327.26,88.59,0.72,0.95,4219,7130,95,100
1164,6159.50,3715.30,7908.55,665.17,88.56,0.17,0.45,3660,7796,113,251
1165,6159.00,5852.09,4901.93,633.21,88.55,0.19,1.16,5789,4847,138,119
1166,6157.50,4709.00,3291.40,319.81,88.54,0.76,0.75,4667,3244,80,106
1167,6155.00,6545.31,5332.59,405.99,88.53,0.47,0.84,6496,5264,98,117
1168,6155.00,5157.48,7391.53,372.68,88.53,0.56,0.49,5128,7323,68,138
1169,6150.50,4702.36,2432.90,352.63,88.49,0.62,1.23,4656,2390,108,88
1170,6146.00,5065.61,7654.18,588.78,88.46,0.22,0.67,5020,7590,101,150
1171,6144.00,6444.57,2251.80,314.59,88.45,0.78,0.82,6406,2199,84,102
1172,6139.00,1684.31,8158.19,552.01,88.41,0.25,2.94,1581,8130,197,67
1173,6135.50,5437.57,6229.07,319.81,88.39,0.75,0.81,5396,6174,85,105
1174,6131.50,6835.59,8607.56,628.68,88.36,0.19,0.77,6793,8538,98,127
1175,6128.00,6245.66,7199.74,426.42,88.33,0.42,0.79,6190,7129,111,141
1176,6125.50,2700.85,7617.38,373.26,88.31,0.55,1.01,2646,7563,100,99
1177,6119.00,5736.65,4181.51,606.93,88.27,0.21,0.76,5677,4110,109,143
1178,6117.00,4184.20,4796.64,609.61,88.25,0.21,0.87,4125,4737,109,125
1179,6115.50,6745.60,5488.04,657.45,88.24,0.18,0.72,6699,5426,113,158
1180,6115.50,7543.79,5900.33,525.91,88.24,0.28,0.76,7476,5814,120,158
1181,6110.50,4933.03,7560.63,363.95,88.21,0.58,0.60,4897,7490,78,131
1182,6107.50,6281.20,4540.61,587.43,88.18,0.22,1.88,6211,4505,150,80
1183,6096.00,5581.42,4167.56,590.98,88.10,0.22,0.80,5530,4102,103,129
1184,6094.50,3081.64,3163.89,352.23,88.09,0.62,0.92,3027,3109,98,107
1185,6092.00,3545.33,7297.23,330.74,88.07,0.70,0.95,3503,7252,93,98
1186,6086.00,3665.96,3270.48,365.99,88.03,0.57,0.82,3617,3211,100,122
1187,6083.00,5934.17,7721.03,576.30,88.01,0.23,0.71,5894,7649,99,140
1188,6072.00,5021.82,4447.81,584.01,87.93,0.22,0.70,4979,4386,96,137
1189,6070.50,4972.57,2668.99,393.89,87.92,0.49,0.80,4926,2605,103,128
1190,6065.50,3417.01,4925.73,357.12,87.88,0.60,1.87,3351,4891,129,69
1191,6064.50,5218.61,7518.57,617.23,87.87,0.20,0.51,5167,7437,89,176
1192,6064.00,4343.31,6592.38,541.81,87.87,0.26,1.23,4282,6545,118,96
1193,6062.50,5537.17,7543.25,571.63,87.86,0.23,0.76,5495,7448,120,157
1194,6061.50,3900.88,5957.04,384.58,87.85,0.52,0.83,3854,5901,104,126
1195,6058.00,4066.49,2319.48,323.22,87.83,0.73,1.02,4025,2274,95,93
1196,6058.00,7453.03,5031.52,339.85,87.83,0.66,0.60,7416,4967,76,127
1197,6057.50,2126.32,6091.15,354.78,87.82,0.60,0.90,2077,6036,101,112
1198,6055.50,6712.74,4941.10,614.88,87.81,0.20,1.41,6609,4885,185,131
1199,6051.50,3956.33,4281.68,340.63,87.78,0.66,0.97,3909,4234,96,99
1200,6047.50,6514.37,7886.19,667.17,87.75,0.17,0.55,6430,7771,138,249
1201,6044.00,3137.05,6888.30,619.13,87.72,0.20,1.07,3073,6829,120,112
1202,6040.00,4075.22,4248.06,655.07,87.69,0.18,1.13,4006,4184,145,128
1203,6033.00,4605.42,7768.98,541.67,87.64,0.26,0.82,4531,7699,124,152
1204,6024.00,3761.60,3013.97,337.36,87.58,0.67,0.88,3717,2956,93,106
1205,6021.00,3982.64,7237.27,576.98,87.56,0.23,0.54,3941,7170,79,146
1206,6021.00,6193.98,7448.91,335.02,87.56,0.67,0.80,6157,7399,86,107
1207,6020.00,4682.81,5619.34,358.53,87.55,0.59,1.79,4619,5586,129,72
1208,6017.00,4068.20,6590.26,622.04,87.53,0.20,0.73,4015,6513,104,143
1209,6011.50,3596.60,7115.09,328.29,87.49,0.70,1.22,3544,7071,109,89
1210,6007.00,3093.43,4746.53,550.98,87.45,0.25,1.44,3031,4695,164,114
1211,6006.50,4884.83,4958.77,350.29,87.45,0.62,0.59,4852,4903,74,126
1212,6005.50,6240.13,2138.48,358.09,87.44,0.59,0.65,6200,2086,80,123
1213,6003.00,2403.21,5800.72,529.39,87.43,0.27,0.42,2371,5723,72,170
1214,6002.50,4327.88,2655.73,315.18,87.42,0.76,1.14,4283,2615,97,85
1215,5998.00,6753.92,8540.13,602.93,87.39,0.21,0.79,6704,8474,104,131
1216,5994.50,2335.62,5997.83,332.15,87.36,0.68,0.73,2290,5943,81,111
1217,5991.00,3986.38,2575.97,375.50,87.34,0.53,0.58,3949,2501,80,138
1218,5985.50,2216.19,4178.99,576.26,87.30,0.23,1.28,2144,4130,157,123
1219,5985.00,2467.87,7099.82,389.02,87.29,0.50,0.50,2428,7021,74,148
1220,5982.00,6854.30,4349.20,359.65,87.27,0.58,0.69,6818,4294,88,128
1221,5973.50,5500.73,3750.73,652.28,87.21,0.18,1.09,5441,3688,136,125
1222,5973.00,3558.74,1974.48,352.68,87.21,0.60,0.88,3503,1912,97,110
1223,5970.50,3419.73,5237.54,346.58,87.19,0.62,1.24,3361,5191,115,93
1224,5969.50,4588.98,4608.39,338.15,87.18,0.66,0.68,4545,4555,81,120
1225,5965.50,3763.90,2672.78,345.61,87.15,0.63,0.89,3717,2620,92,103
1226,5960.50,2480.47,6209.59,316.78,87.12,0.75,0.86,2437,6155,90,105
1227,5953.00,3713.97,7116.69,356.88,87.06,0.59,2.17,3648,7087,139,64
1228,5944.00,2661.85,6364.35,323.08,87.00,0.72,0.89,2620,6312,87,98
1229,5944.00,4230.68,7795.48,321.36,87.00,0.72,0.91,4186,7748,93,102
1230,5933.00,6203.81,7664.24,479.39,86.91,0.32,2.04,6115,7627,157,77
1231,5926.50,2355.34,6955.36,369.20,86.87,0.55,0.83,2308,6896,105,127
1232,5923.00,3290.44,3901.26,351.99,86.84,0.60,1.42,3231,3862,125,88
1233,5917.50,4592.98,6230.11,561.63,86.80,0.24,0.55,4556,6161,83,150
1234,5912.50,6332.65,6048.17,646.97,86.76,0.18,1.90,6236,6006,171,90
1235,5907.50,4890.74,5766.30,319.95,86.73,0.73,0.94,4849,5718,95,101
1236,5902.50,3453.98,3648.66,373.89,86.69,0.53,1.70,3380,3610,134,79
1237,5901.50,4788.47,3770.24,317.12,86.68,0.74,0.82,4742,3717,87,106
1238,5901.50,6663.56,8367.81,661.03,86.68,0.17,0.26,6633,8242,66,250
1239,5891.00,3965.96,3374.13,423.04,86.61,0.41,1.31,3895,3312,151,115
1240,5884.00,6677.62,5556.46,629.07,86.55,0.19,1.29,6609,5506,143,111
1241,5880.50,4318.11,4948.19,363.61,86.53,0.56,1.68,4263,4908,126,75
1242,5877.00,2045.02,884.19,336.33,86.50,0.65,0.93,1995,839,98,105
1243,5877.00,4649.54,7425.28,653.61,86.50,0.17,1.04,4590,7371,117,112
1244,5864.50,4149.61,3806.91,346.49,86.41,0.61,0.58,4113,3756,69,119
1245,5861.00,3140.28,6071.66,380.13,86.39,0.51,0.75,3092,6012,94,125
1246,5855.50,3603.50,6372.06,658.42,86.34,0.17,1.21,3517,6301,159,131
1247,5852.50,5282.46,7204.87,322.01,86.32,0.71,0.82,5243,7156,81,99
1248,5851.00,3509.42,3560.69,565.13,86.31,0.23,1.54,3434,3502,160,104
1249,5850.50,3792.08,1923.91,320.63,86.31,0.72,1.08,3740,1881,97,90
1250,5850.50,6589.95,4656.62,597.85,86.31,0.21,1.02,6530,4566,153,150
1251,5838.00,3392.15,7165.09,343.71,86.22,0.62,0.95,3351,7119,97,102
1252,5836.50,4339.92,6499.95,628.88,86.20,0.19,1.30,4278,6454,127,98
1253,5835.50,6597.42,2282.51,351.12,86.20,0.59,0.75,6555,2221,83,110
1254,5833.50,7602.32,3643.51,335.81,86.18,0.65,0.89,7560,3590,86,97
1255,5833.50,5327.77,3857.04,329.61,86.18,0.67,1.63,5264,3825,124,76
1256,5832.50,4908.17,3927.11,536.46,86.18,0.25,1.35,4833,3885,139,103
1257,5823.50,4317.41,4551.32,338.29,86.11,0.64,0.76,4274,4499,87,115
1258,5823.50,5485.02,6564.27,321.46,86.11,0.71,0.65,5448,6513,74,113
1259,5821.50,3836.47,6776.17,603.03,86.09,0.20,1.32,3774,6721,131,99
1260,5819.00,4222.43,4570.44,351.08,86.08,0.59,1.66,4163,4537,121,73
1261,5816.50,4265.51,5639.94,338.15,86.06,0.64,0.57,4234,5584,71,124
1262,5812.00,6658.53,5859.19,552.16,86.02,0.24,1.22,6598,5811,122,100
1263,5806.00,5120.70,5120.21,416.62,85.98,0.42,1.11,5055,5063,119,107
1264,5799.50,5189.60,7666.60,301.32,85.93,0.80,0.92,5148,7621,87,95
1265,5799.00,5116.79,5943.91,316.19,85.93,0.73,0.89,5073,5892,93,104
1266,5797.50,4777.48,2903.52,347.95,85.92,0.60,0.67,4743,2849,79,118
1267,5791.50,2808.55,6589.21,365.26,85.87,0.55,1.73,2742,6554,138,80
1268,5781.50,2806.56,7752.59,432.03,85.80,0.39,0.47,2768,7679,76,160
1269,5781.00,4165.76,7921.04,317.56,85.79,0.72,0.78,4126,7868,81,104
1270,5779.50,4579.89,3501.61,428.72,85.78,0.40,1.80,4505,3465,160,89
1271,5775.50,5364.74,3941.10,529.63,85.75,0.26,0.69,5327,3879,95,138
1272,5772.50,3833.50,3651.35,368.09,85.73,0.54,0.55,3794,3574,79,143
